Dre,Curso,Nome,Gênero,Data de Nascimento,Altura,Peso,CRA,Créditos Obtidos,Renda
5108755746242451,engenharia de produção,Martita,masculino,04/05/2002,1.68,93,2.7,22,15493.33
5048375100089043,engenharia mecânica,Warren,masculino,25/10/1999,1.5,78,0.02,8,12437.27
5108750841589476,engenharia de petróleo,Abra,feminino,13/04/1996,1.63,116,1.54,17,5949.98
5108759780972478,engenharia mecânica,Lanie,feminino,24/01/1995,1.76,92,5.11,14,25694.48
5048371668162025,engenharia de produção,Matilde,feminino,02/08/1998,1.95,85,6.05,14,7859.53
5048374891497788,engenharia de produção,Arlyn,masculino,28/02/1996,1.81,89,4.61,12,31508.61
5048370524791415,engenharia civil,Leroy,masculino,23/07/1995,1.97,63,5.74,0,43955.99
5048378605374811,engenharia civil,Nefen,feminino,12/04/1998,1.67,85,0.86,30,24646.52
5048378596384811,engenharia de produção,Rosaline,masculino,02/05/1995,1.8,78,1.23,21,40917.75
5108752095566366,engenharia civil,Kira,masculino,30/10/2000,1.87,103,1.02,3,32224.13
5048370329087951,engenharia de petróleo,Renard,feminino,23/02/1997,1.7,88,4.2,10,819.29
5108757810442686,engenharia de petróleo,Teirtza,masculino,03/07/1995,1.55,103,2.1,15,14076.2
5048376884793206,engenharia de petróleo,Mandel,masculino,04/05/2002,1.65,54,0.67,27,41552.81
5108758359699306,engenharia de petróleo,Shadow,feminino,06/09/1995,1.66,102,6.9,16,22271.52
5048374458693308,engenharia de produção,Kingsly,masculino,29/11/1997,1.94,81,8.17,2,18936.18
5048370760246496,engenharia civil,Chelsie,feminino,08/05/1997,1.99,118,5.07,17,18437.61
5048370983211954,engenharia de petróleo,Egbert,feminino,09/05/1998,1.63,114,2.07,15,22901.45
5048376955189623,engenharia naval,Quillan,feminino,21/03/1999,1.97,99,5.89,16,32560.12
5048371490728506,engenharia naval,Jourdan,feminino,08/10/1997,1.96,57,6.86,1,4731.7
5048377752973094,engenharia de petróleo,Maressa,masculino,15/11/1997,1.62,71,1.91,6,30494.64
5048377845418958,engenharia naval,Annabelle,masculino,31/01/2000,1.6,92,7.02,19,769.02
5048377445211688,engenharia civil,Mervin,masculino,06/01/1997,1.58,85,6.84,15,2108.74
5048370667927461,engenharia naval,Ulric,masculino,11/01/1996,1.8,108,2.29,29,24233.2
5108759749831575,engenharia de produção,Izzy,masculino,05/02/1999,1.93,110,3.06,7,816.59
5048372732539412,engenharia civil,Barbie,feminino,25/02/2002,1.73,109,6.26,7,18069.78
5108756271580901,engenharia de produção,Ikey,feminino,30/05/1996,1.84,47,6.51,31,17180.17
5108759422967381,engenharia de produção,Art,feminino,25/07/1999,2.03,100,6.85,26,29015.86
5108757586507597,engenharia naval,Georg,masculino,15/10/1999,1.95,104,3.24,26,35799.0
5048376280492445,engenharia naval,Hadria,masculino,12/11/1997,1.81,75,2.91,10,23659.35
5048376723029150,engenharia mecânica,Hy,feminino,11/06/2002,1.52,68,4.68,28,30995.48
5108754585013610,engenharia mecânica,Ofella,masculino,06/02/2002,1.9,90,8.71,21,3071.1
5108759812914365,engenharia civil,Bartolemo,masculino,31/03/2002,1.53,53,9.08,18,36529.15
5048370062339718,engenharia de produção,Knox,feminino,03/06/1999,1.68,47,7.13,9,9308.56
5048377260664532,engenharia de petróleo,Faustina,masculino,12/12/1997,1.74,54,8.73,28,8103.65
5048377800919776,engenharia naval,Brook,masculino,14/11/1999,1.97,81,5.15,17,22582.58
5048375580765518,engenharia de produção,Serene,feminino,13/11/1998,1.75,69,4.28,32,19500.86
5048373076233190,engenharia civil,Alvin,feminino,16/09/1997,1.84,110,1.45,25,23834.31
5048379834842040,engenharia mecânica,Delila,masculino,04/12/1997,2.07,99,3.81,3,11441.53
5108750513497941,engenharia mecânica,Baxy,masculino,24/06/2002,1.84,82,2.15,14,23800.31
5108757649772170,engenharia civil,Julian,masculino,18/04/2002,1.68,90,4.67,8,26066.95
5108752592294389,engenharia de produção,Daven,feminino,23/03/1998,1.78,101,4.69,0,43474.38
5048376426516669,engenharia mecânica,Belia,masculino,01/06/2001,2.06,56,1.25,30,44467.32
5108750984724864,engenharia civil,Glynnis,masculino,09/02/1996,1.88,63,0.24,11,24371.24
5048378929006388,engenharia de petróleo,Papagena,feminino,29/01/1997,1.61,72,9.07,26,28416.51
5048377291719552,engenharia mecânica,Herve,masculino,02/03/2002,2.07,100,1.4,30,20466.0
5108753675758191,engenharia civil,Dante,feminino,02/02/1996,2.0,50,4.15,28,2397.72
5108752679797486,engenharia mecânica,Hashim,masculino,13/09/2001,1.69,77,7.69,14,26010.45
5108758211524700,engenharia naval,Golda,feminino,13/05/1997,2.03,114,9.86,25,41568.92
5048378050939696,engenharia de produção,Mic,feminino,04/06/1998,1.89,49,0.11,13,19977.32
5108758161864593,engenharia de produção,Rene,masculino,15/02/2000,2.07,112,4.56,27,36890.13
5048378185996371,engenharia de petróleo,Erek,masculino,07/12/1997,2.08,107,2.86,11,15145.96
5048371341362380,engenharia de petróleo,Lexi,masculino,21/03/1999,1.98,80,2.11,27,22384.22
5108759137509775,engenharia de petróleo,Lou,masculino,29/10/2001,1.81,75,4.23,12,37116.95
5048378573615781,engenharia naval,Yvon,feminino,13/07/2001,1.8,63,5.68,1,17010.76
5048372370226488,engenharia de produção,Eula,masculino,01/08/1997,2.0,72,6.23,26,29553.78
5108758934208136,engenharia de petróleo,Dimitri,masculino,13/06/1995,2.06,104,5.07,10,40629.01
5048379635698955,engenharia mecânica,Angy,feminino,11/08/1995,1.51,56,1.25,17,36283.76
5048372668812122,engenharia de produção,Aeriela,feminino,03/01/1995,1.51,81,1.67,19,16065.48
5108751901111813,engenharia naval,Rivi,feminino,22/05/1996,1.98,89,9.25,19,3042.23
5048375920444634,engenharia de produção,Darrell,feminino,24/10/1996,1.94,67,8.1,10,28824.17
5108759763134120,engenharia de produção,Kristy,masculino,04/09/2000,1.59,72,9.21,16,6581.01
5108752883511152,engenharia de produção,Alene,feminino,21/06/2001,1.77,76,8.18,8,5277.3
5048376658292575,engenharia civil,Austen,feminino,06/07/2001,2.09,63,5.16,31,5305.32
5048373278332394,engenharia naval,Natty,feminino,05/04/1996,1.54,110,1.1,4,31398.18
5108755337655129,engenharia de petróleo,Susana,feminino,24/01/2000,1.84,87,8.9,19,21805.63
5108757511283694,engenharia mecânica,Bidget,feminino,29/08/1997,1.74,97,2.46,7,38448.35
5048370661694695,engenharia mecânica,Walton,masculino,01/03/1996,2.04,61,8.21,1,14054.78
5108753349717136,engenharia naval,Brynna,feminino,17/02/1999,1.56,96,3.03,19,21797.43
5108759242241884,engenharia naval,Bary,masculino,02/12/1997,1.85,68,2.87,13,10098.74
5108753227279076,engenharia civil,Effie,masculino,25/03/1995,1.87,61,9.7,7,6494.52
5048374011689231,engenharia de produção,Elmore,feminino,19/11/2000,1.91,73,3.72,19,1536.01
5108750099143570,engenharia de petróleo,Vivi,masculino,26/10/2001,1.67,96,3.8,25,31377.57
5048370667873517,engenharia naval,Goddart,masculino,20/08/1995,1.87,49,1.45,4,35660.94
5108756282462685,engenharia de petróleo,Ross,masculino,19/06/1998,2.1,60,8.84,11,21867.68
5108751451683542,engenharia mecânica,Reinhold,masculino,09/07/1996,1.93,68,1.75,12,22839.12
5108759596778531,engenharia civil,Freedman,feminino,22/02/1999,2.07,59,5.6,13,27017.26
5108754550514949,engenharia mecânica,Tiffy,masculino,14/05/1998,1.78,50,4.81,29,29256.95
5108758958826698,engenharia de petróleo,Maighdiln,masculino,24/07/2002,1.89,104,3.96,15,36793.78
5048374929215715,engenharia mecânica,Kym,feminino,30/07/1997,1.6,58,8.95,29,36553.89
5048373072550415,engenharia de produção,Alan,feminino,04/04/1995,2.02,108,9.63,7,29905.83
5048371860342698,engenharia mecânica,Alastair,feminino,08/04/2001,1.95,85,9.36,5,41043.16
5048377231508099,engenharia naval,Davida,feminino,17/03/2002,1.74,75,4.25,0,8275.15
5048370845459981,engenharia mecânica,Brig,masculino,01/02/2000,1.69,89,8.73,27,11622.85
5108750402419337,engenharia de produção,Ham,feminino,02/06/2001,1.81,74,7.04,5,44311.46
5108754652767619,engenharia de petróleo,Spenser,feminino,22/05/1997,1.73,88,2.12,28,7710.91
5108755690386577,engenharia naval,Stephine,feminino,16/03/1998,1.59,96,8.41,14,39756.42
5108751041250950,engenharia mecânica,Marlo,masculino,08/02/2000,1.68,80,0.89,29,13255.04
5048377167920813,engenharia naval,Carlin,masculino,24/01/1996,1.82,64,6.54,10,25000.32
5048371377336480,engenharia civil,Bibbie,masculino,13/02/1996,2.06,74,5.04,3,37372.98
5108757678442497,engenharia civil,Dolph,masculino,13/02/2001,1.9,59,3.61,24,31111.73
5108754436184925,engenharia de petróleo,Valentijn,feminino,16/10/2001,1.9,107,5.37,10,22060.01
5048379364764994,engenharia de produção,Dean,feminino,21/03/2002,1.68,103,4.74,18,38126.82
5048373521347793,engenharia mecânica,Anatollo,masculino,07/01/2001,1.95,49,2.75,7,18944.39
5108759645493629,engenharia de petróleo,Melba,feminino,23/06/2002,2.07,47,7.18,17,6317.94
5108753138509942,engenharia naval,Catherina,masculino,23/03/2000,2.04,46,8.83,32,23544.36
5048375796962115,engenharia de petróleo,Fara,masculino,22/01/1997,1.82,102,3.51,3,35962.47
5048379300953297,engenharia naval,Cherilyn,feminino,27/03/1999,2.08,109,3.16,19,37764.03
5048378420768866,engenharia naval,Libbie,feminino,24/12/2000,1.91,75,4.68,22,23485.43
5108757765156869,engenharia mecânica,Lee,feminino,09/03/2001,1.92,102,2.01,18,3963.5
5048374490475334,engenharia naval,Rodrique,feminino,11/12/1996,1.57,77,0.03,22,13655.81
5048374443009073,engenharia de petróleo,Beatrisa,masculino,22/02/2000,1.81,47,8.84,21,11516.69
5048378370041629,engenharia mecânica,Francois,masculino,16/02/1995,1.97,51,6.24,22,38316.18
5108757051288749,engenharia de produção,Graeme,feminino,28/05/2001,1.88,63,3.13,26,10052.42
5048376283927082,engenharia mecânica,Jana,masculino,08/12/1998,2.04,45,9.92,1,36277.65
5048378411876942,engenharia de petróleo,Mahmud,feminino,01/03/2002,1.73,45,3.24,30,15874.71
5048371213516295,engenharia civil,Clarke,feminino,25/03/2000,1.9,79,3.82,4,17104.3
5048373998246171,engenharia naval,Berry,feminino,11/10/1997,1.69,53,5.06,3,6965.88
5108750226756450,engenharia civil,Aveline,masculino,20/01/2002,1.71,102,2.94,29,3302.13
5108752425588122,engenharia civil,Ardath,masculino,06/10/1996,1.6,96,9.27,15,15721.05
5108757760207667,engenharia civil,Corenda,feminino,12/05/1999,1.6,90,3.14,7,12743.36
5108751094507686,engenharia de petróleo,Mikaela,masculino,27/06/1998,1.58,84,0.35,21,18067.38
5048371918441344,engenharia civil,Charissa,feminino,14/11/1996,1.79,104,1.69,18,37153.76
5108758893452055,engenharia de petróleo,Udell,masculino,19/06/1996,1.74,117,1.52,8,30684.7
5108757292500779,engenharia civil,Claus,masculino,27/03/1996,1.7,58,6.27,18,21410.11
5048376365830881,engenharia de produção,Mendel,feminino,10/03/2002,1.99,89,9.63,7,5401.65
5048374775057468,engenharia mecânica,Nickolas,masculino,19/04/2001,2.05,115,9.95,22,16309.39
5108750009830209,engenharia naval,Jaquenette,masculino,04/10/2000,2.06,115,1.59,17,6676.0
5108756660279669,engenharia civil,Rheba,masculino,04/10/1996,1.86,51,8.02,18,40810.75
5048371661530277,engenharia civil,Jerri,masculino,01/05/1998,2.05,80,6.53,17,39367.11
5108753887066763,engenharia de produção,Agneta,feminino,07/04/1996,1.64,109,8.18,25,43677.46
5108752526518911,engenharia civil,Waldemar,feminino,23/08/2002,1.78,62,1.47,11,2752.28
5048376370508183,engenharia naval,Tiffany,feminino,21/10/1996,1.5,120,2.82,25,38506.94
5048372315200762,engenharia de produção,Jeni,feminino,02/02/1997,1.79,93,4.25,25,29406.72
5048373260664820,engenharia de petróleo,Aida,feminino,04/01/2000,2.08,103,6.66,2,6938.57
5048376973817023,engenharia civil,Marie-jeanne,feminino,05/01/1995,1.77,88,7.44,12,26975.56
5108750409034535,engenharia civil,Lydon,feminino,15/01/1999,1.51,47,5.27,7,10996.47
5048379092522128,engenharia civil,Neely,masculino,07/09/1999,1.55,106,2.72,1,23707.89
5048376336572513,engenharia naval,Bettina,feminino,15/09/2000,1.87,91,4.99,10,32116.59
5048373245374362,engenharia de petróleo,Jody,feminino,04/10/2000,1.76,56,6.22,12,24228.11
5108750011170271,engenharia de petróleo,Willette,masculino,27/03/1995,2.0,112,2.66,8,7938.52
5108754719662712,engenharia de petróleo,Burch,masculino,07/02/1996,1.76,97,4.35,10,35930.75
5048376196437153,engenharia naval,Jessy,masculino,11/08/2001,1.5,118,7.0,4,28250.25
5108755595288068,engenharia civil,Eba,feminino,19/07/2000,1.73,84,5.79,22,825.68
5108755886650745,engenharia civil,Judd,feminino,06/01/1995,1.74,107,6.48,21,26783.04
5108753648650251,engenharia mecânica,Halsey,masculino,03/08/1996,2.02,114,5.18,2,14807.06
5108759910772111,engenharia de petróleo,Salli,feminino,04/09/1997,1.99,119,0.96,30,10902.83
